"url","Analyticsimg","Analyticsimg_alt","Analyticsimg_link","Searchresult","Biznameclick","Biznameclick_link","Reviewcount","Business","Categorylisttext","Categorylistlink","Categorylistlink_link","Tagflame","Secondary 1","Secondary 2","Phonenumber","Startorder","Startorder_link","Photoboximg","Photoboximg_alt","Photoboximg_link","Snippet","Readmore","Readmore_link"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=90&cflt=restaurants","https://s3-media2.fl.yelpcdn.com/bphoto/MStbkvV0pbfFYwxGDQ_maA/90s.jpg","Lemon Thai Cuisine","https://www.yelp.com/biz/lemon-thai-cuisine-huntington-beach","100.","Lemon Thai Cuisine","https://www.yelp.com/biz/lemon-thai-cuisine-huntington-beach","81 reviews","$$","Thai","Thai","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=thai","","18687 Main St","Huntington Beach, CA 92648","(714) 375-1133","","","","","","","",""
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=100&cflt=restaurants","https://s3-media1.fl.yelpcdn.com/bphoto/njJWE69DKd_ajdv7WYujAQ/90s.jpg","NeoTsai Grill Teriyaki","https://www.yelp.com/biz/neotsai-grill-teriyaki-huntington-beach","101.","NeoTsai Grill Teriyaki","https://www.yelp.com/biz/neotsai-grill-teriyaki-huntington-beach","34 reviews","$","Japanese, Asian Fusion","Japanese; Asian Fusion","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=japanese; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=asianfusion","","15762 Springdale St","Huntington Beach, CA 92649","(657) 464-9799","","","https://s3-media3.fl.yelpcdn.com/photo/UtjKO6JwhWtvEljgDxTOKg/30s.jpg","Ray S.","https://www.yelp.com/user_details?userid=fSwY_geyHGdIuny2ft3qsA","just came here for the first time  fresh food veggies perfectly prepared chicken on point teriyaki sauce quasi thick and tasty purple rice is better for you than even brown rice  I…","read more","https://www.yelp.com/biz/neotsai-grill-teriyaki-huntington-beach?hrid=On5owd99J5rtvYfqmy3-zw"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=100&cflt=restaurants","https://s3-media4.fl.yelpcdn.com/bphoto/Q33Tvusyw2JEXzL-ZkkV7A/90s.jpg","Naugles","https://www.yelp.com/biz/naugles-huntington-beach-2","102.","Naugles","https://www.yelp.com/biz/naugles-huntington-beach-2","50 reviews","$","Food Stands, Burgers, Mexican","Food Stands; Burgers; Mexican","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=foodstands; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=burgers; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=mexican","","21351 Pacific Coast Hwy","Huntington Beach, CA 92648","","","","https://s3-media1.fl.yelpcdn.com/photo/RjGIBFM7_qEPD_iB2jTieA/30s.jpg","Michelle W.","https://www.yelp.com/user_details?userid=XevnZ4W_c_byIV9ddgfrwQ","Childhood memories of this place.  The cheese burrito is iconic in so cal - way to bring it back!","read more","https://www.yelp.com/biz/naugles-huntington-beach-2?hrid=PIsHGfGYQ5giaRqpASYLEA"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=100&cflt=restaurants","https://s3-media3.fl.yelpcdn.com/bphoto/dylgsoAyIxuQ76mMgVV4lA/90s.jpg","Paderia Bakehouse","https://www.yelp.com/biz/paderia-bakehouse-fountain-valley","103.","Paderia Bakehouse","https://www.yelp.com/biz/paderia-bakehouse-fountain-valley","17 reviews","$","Desserts, Bakeries, American (Traditional)","Desserts; Bakeries; American (Traditional)","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=desserts; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=bakeries; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=tradamerican","Opened 2 weeks ago","18279 Brookhurst St","Fountain Valley, CA 92708","","","","https://s3-media2.fl.yelpcdn.com/photo/vtfGM7n6FR5oIcH7cgebmg/30s.jpg","Harrison L.","https://www.yelp.com/user_details?userid=FXbQ7LwyM1C4U8YfssivLA","You need to try out this place. Great Portuguese donuts called Malasadas. My fave is the Ube Malasada, but the Coconut Cream and Nutella were also delicious. Their cookies are…","read more","https://www.yelp.com/biz/paderia-bakehouse-fountain-valley?hrid=MburioQRJj5rZxtKFgVN8Q"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=100&cflt=restaurants","https://s3-media1.fl.yelpcdn.com/bphoto/yN9UJR-oQgAjDu995zS2vg/90s.jpg","Peruvian Rotisserie Chicken","https://www.yelp.com/biz/peruvian-rotisserie-chicken-huntington-beach-2","104.","Peruvian Rotisserie Chicken","https://www.yelp.com/biz/peruvian-rotisserie-chicken-huntington-beach-2","349 reviews","$$","Peruvian, Chicken Shop","Peruvian; Chicken Shop","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=peruvian; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=chickenshop","","19092 Beach Blvd","Huntington Beach, CA 92648","(714) 593-4111","","","","","","","",""
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=100&cflt=restaurants","https://s3-media1.fl.yelpcdn.com/bphoto/0c9oZdDFdj6ofZI39jYDUA/90s.jpg","Thai Pepper","https://www.yelp.com/biz/thai-pepper-huntington-beach","105.","Thai Pepper","https://www.yelp.com/biz/thai-pepper-huntington-beach","473 reviews","$","Thai","Thai","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=thai","","18023 Beach Blvd","Huntington Beach, CA 92648","(714) 843-9818","","","https://s3-media1.fl.yelpcdn.com/photo/u1nK3dBoTKjocT21Ia4gAg/30s.jpg","Mark O.","https://www.yelp.com/user_details?userid=p6KL0t-085PfAtb26Bs9OA","You can't go wrong here ! This is one of those places you don't find until later in life when someone takes you there. There isn't a dish that I have tried that isn't delicious.…","read more","https://www.yelp.com/biz/thai-pepper-huntington-beach?hrid=tG9XpD_RT2_780L1kUUvxA"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=100&cflt=restaurants","https://s3-media1.fl.yelpcdn.com/bphoto/7u65AIOJe5mPK_wm3MBU3w/90s.jpg","Gyu-Kaku Japanese BBQ","https://www.yelp.com/biz/gyu-kaku-japanese-bbq-huntington-beach","106.","Gyu-Kaku Japanese BBQ","https://www.yelp.com/biz/gyu-kaku-japanese-bbq-huntington-beach","1524 reviews","$$","Japanese, Barbeque","Japanese; Barbeque","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=japanese; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=bbq","","7862 Warner Ave","Huntington Beach, CA 92647","(714) 842-8333","","","https://s3-media3.fl.yelpcdn.com/photo/6k1a73xfLFsJmurlSlOAlw/30s.jpg","Jennifer T.","https://www.yelp.com/user_details?userid=bD1GT_IhnRrKF5e26QaQLA","Made reservation around 7pm on a Friday because I knew it'll be busy and so glad I did. Got a texted 10 minutes before our reservation time and the host seated us right away. Second…","read more","https://www.yelp.com/biz/gyu-kaku-japanese-bbq-huntington-beach?hrid=uJJwDzeOAoR5lEDSJOIq0g"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=100&cflt=restaurants","https://s3-media2.fl.yelpcdn.com/bphoto/sXdelwrnm80XQJPGVfW78A/90s.jpg","Matsu Restaurant","https://www.yelp.com/biz/matsu-restaurant-huntington-beach","107.","Matsu Restaurant","https://www.yelp.com/biz/matsu-restaurant-huntington-beach","905 reviews","$$","Japanese, Sushi Bars","Japanese; Sushi Bars","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=japanese; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=sushi","","18035 Beach Blvd","Huntington Beach, CA 92648","(714) 848-4404","","","https://s3-media2.fl.yelpcdn.com/photo/EkQH7YXKkLeOe90EaVHXKw/30s.jpg","Mike K.","https://www.yelp.com/user_details?userid=rE-5Q536OBiY8wQ3UJ0U_A","Had a double birthday dinner tonite at the Tappan table, we go here every now and then, you expect the same routine from the chef. Not this time,  Orlando was great, he had us…","read more","https://www.yelp.com/biz/matsu-restaurant-huntington-beach?hrid=I5ekfcDs_zU00it6rzQZfQ"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=100&cflt=restaurants","https://s3-media3.fl.yelpcdn.com/bphoto/8KgMZ6XzDgy3Q-wTyDtpUg/90s.jpg","Cordon Blue Restaurant and Lounge","https://www.yelp.com/biz/cordon-blue-restaurant-and-lounge-westminster","108.","Cordon Blue Restaurant and Lounge","https://www.yelp.com/biz/cordon-blue-restaurant-and-lounge-westminster","4 reviews","$$","Asian Fusion","Asian Fusion","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=asianfusion","Opened 7 weeks ago","15380 Beach Blvd","Westminster, CA 92683","(714) 886-7310","","","https://s3-media4.fl.yelpcdn.com/photo/g_l60aho-kOBZtNVWKvp7g/30s.jpg","Amy V.","https://www.yelp.com/user_details?userid=3CHJk5k323U6UZ-MKVkTdw","This place is better now that they took out the middle bar.  It looks more spacious.    Since it's a new quan nhau, the liquor prices are decent so make sure you go before they start…","read more","https://www.yelp.com/biz/cordon-blue-restaurant-and-lounge-westminster?hrid=x1rJc7C9e3ubKd4HAJmOsw"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=100&cflt=restaurants","https://s3-media3.fl.yelpcdn.com/bphoto/sYCvqHw5-iRE7z6xMW7-3Q/90s.jpg","La Petite Baguette","https://www.yelp.com/biz/la-petite-baguette-huntington-beach","109.","La Petite Baguette","https://www.yelp.com/biz/la-petite-baguette-huntington-beach","155 reviews","$","French, Sandwiches","French; Sandwiches","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=french; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=sandwiches","","16367 Bolsa Chica Rd","Huntington Beach, CA 92649","(714) 840-1900","","","https://s3-media2.fl.yelpcdn.com/photo/o98N80NmXWu7lMQg5EbwTw/30s.jpg","Mai N.","https://www.yelp.com/user_details?userid=Nm1vxVNFYhz-9TD4w98JlA","My special treat to myself  - the breakfast baguette with added prosciutto   All pastries all delicious. Love the croissants  My only wish is that the bakery stays open longer daily.","read more","https://www.yelp.com/biz/la-petite-baguette-huntington-beach?hrid=XG-y0Rrw10AM8sNXNwJY5Q"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=100&cflt=restaurants","https://s3-media4.fl.yelpcdn.com/bphoto/mP77FUdJwNxOniZpzA6uGA/90s.jpg","Saint Marc Pub-Cafe, Bakery & Cheese Affinage","https://www.yelp.com/biz/saint-marc-pub-cafe-bakery-and-cheese-affinage-huntington-beach-5","110.","Saint Marc Pub-Cafe, Bakery & Cheese Affinage","https://www.yelp.com/biz/saint-marc-pub-cafe-bakery-and-cheese-affinage-huntington-beach-5","538 reviews","$$","Pubs, Bakeries, American (New)","Pubs; Bakeries; American (New)","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=pubs; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=bakeries; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=newamerican","","21058 Pacific Coast Hwy","Huntington Beach, CA 92648","(714) 374-1101","","","https://s3-media1.fl.yelpcdn.com/photo/-bGonmYMX4Lxv9oZ37toVA/30s.jpg","Aaron E.","https://www.yelp.com/user_details?userid=sGJvx1MTsetDzsnrHfJHLg","If you are looking for a fun and open air restaurant/bar in Pacific City, Saint Marc is there for you.   To begin, It takes half the alphabet to write Saint Marc Pub-Cafe, Bakery &…","read more","https://www.yelp.com/biz/saint-marc-pub-cafe-bakery-and-cheese-affinage-huntington-beach-5?hrid=cupdMFMWXmVwPiucMeyUPw"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=110&cflt=restaurants","https://s3-media1.fl.yelpcdn.com/bphoto/fInkNt6Rn3-QH9jfGU4kLg/90s.jpg","King's Fish House","https://www.yelp.com/biz/kings-fish-house-huntington-beach","111.","King’s Fish House","https://www.yelp.com/biz/kings-fish-house-huntington-beach","557 reviews","$$","Seafood","Seafood","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=seafood","","7691 Edinger Ave","Huntington Beach, CA 92647","(714) 793-1177","","","https://s3-media2.fl.yelpcdn.com/photo/auRY0O3spnFi2M6-jTXAxw/30s.jpg","Kelly W.","https://www.yelp.com/user_details?userid=GkMdJI-wiSI0F11tPSC8nQ","We had the best dinner from appetizer to desert Wait staff was wonderful Very casual with great atmosphere We wanted Oysters Rockefeller and they were delicious We will definitely…","read more","https://www.yelp.com/biz/kings-fish-house-huntington-beach?hrid=YR0xVTUo8mJXbLzjbN8LsA"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=110&cflt=restaurants","https://s3-media2.fl.yelpcdn.com/bphoto/GQ-pmYXVrUWh-Kn1o2tzIw/90s.jpg","BT's Southern BBQ","https://www.yelp.com/biz/bts-southern-bbq-huntington-beach","112.","BT’s Southern BBQ","https://www.yelp.com/biz/bts-southern-bbq-huntington-beach","477 reviews","$$","Barbeque","Barbeque","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=bbq","","7144 Edinger Ave","Huntington Beach, CA 92647","(714) 841-7016","","","https://s3-media1.fl.yelpcdn.com/photo/-bGonmYMX4Lxv9oZ37toVA/30s.jpg","Aaron E.","https://www.yelp.com/user_details?userid=sGJvx1MTsetDzsnrHfJHLg","BT's Southern BBQ is a reliable barbecue option in Huntington Beach.   BT's made my bookmarks list after a strong review was posted by the illustrious Timmy S. of Yelp Orange County…","read more","https://www.yelp.com/biz/bts-southern-bbq-huntington-beach?hrid=wGda4TzXJLE1CYSW0whz1w"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=110&cflt=restaurants","https://s3-media3.fl.yelpcdn.com/bphoto/V_Z8AWCgpkiaoobr-5IaIQ/90s.jpg","Pho Phong Hai","https://www.yelp.com/biz/pho-phong-hai-westminster-2","113.","Pho Phong Hai","https://www.yelp.com/biz/pho-phong-hai-westminster-2","5 reviews","$","Vietnamese","Vietnamese","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=vietnamese","Opened 2 months ago","8433 Westminster Blvd","Westminster, CA 92683","(714) 417-7986","","","https://s3-media1.fl.yelpcdn.com/photo/UUp6UAFmgh7zmMsU51xL2w/30s.jpg","Tina P.","https://www.yelp.com/user_details?userid=yzMs0VnRSE_VtcvOAQQlAg","I love this place! I drive from riverside every weekend literally to eat here. Only downside is that the place is small, so the wait is LONG. I've only tried Banh canh with chicken…","read more","https://www.yelp.com/biz/pho-phong-hai-westminster-2?hrid=CphoWK2wAbK_c9Kq-VM18Q"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=110&cflt=restaurants","https://s3-media3.fl.yelpcdn.com/bphoto/y2Z8C4pJnmjpc3cN-II_3w/90s.jpg","Shades Restaurant & Bar","https://www.yelp.com/biz/shades-restaurant-and-bar-huntington-beach-2","114.","Shades Restaurant & Bar","https://www.yelp.com/biz/shades-restaurant-and-bar-huntington-beach-2","147 reviews","$$$","American (New), Bars","American (New); Bars","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=newamerican; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=bars","","21100 Pacific Coast Hwy","Huntington Beach, CA 92648","(714) 845-8000","","","https://s3-media2.fl.yelpcdn.com/photo/CVhsG3MHzeHgOULS17afYg/30s.jpg","Anderton P.","https://www.yelp.com/user_details?userid=yeNjf3fdKOmb7VFWdvRokg","Great bartenders and great drinks!! Good food. I'm there at least every month . Right across the beach , great scenery , the ambience is always nice and relaxing .","read more","https://www.yelp.com/biz/shades-restaurant-and-bar-huntington-beach-2?hrid=nOfPj4n5FFexQ6lw6H_oOQ"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=110&cflt=restaurants","https://s3-media1.fl.yelpcdn.com/bphoto/XOA-qTTlLZnFQdIY92fQHg/90s.jpg","Canapa Farms Italian Bistro","https://www.yelp.com/biz/canapa-farms-italian-bistro-huntington-beach","115.","Canapa Farms Italian Bistro","https://www.yelp.com/biz/canapa-farms-italian-bistro-huntington-beach","66 reviews","$$","Italian, Pizza, Wine Bars","Italian; Pizza; Wine Bars","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=italian; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=pizza; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=wine_bars","","15941 Edwards St","Huntington Beach, CA 92647","(714) 891-0473","","","","","","","",""
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=110&cflt=restaurants","https://s3-media2.fl.yelpcdn.com/bphoto/4ExIhJrNGt1qn29WK_GD8g/90s.jpg","H.B. Pita Grill","https://www.yelp.com/biz/h-b-pita-grill-huntington-beach","116.","H.B. Pita Grill","https://www.yelp.com/biz/h-b-pita-grill-huntington-beach","475 reviews","$","Mediterranean, Arabian, Greek","Mediterranean; Arabian; Greek","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=mediterranean; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=arabian; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=greek","","19893 Brookhurst St","Huntington Beach, CA 92646","(714) 964-7482","","","https://s3-media4.fl.yelpcdn.com/photo/1KbnTjL7wy3Qhz6L4ugbmQ/30s.jpg","Richie S.","https://www.yelp.com/user_details?userid=aS_3uoVgTAJkaAODyqC_sQ","This place is straight up dopadelic!  From the get go...service was top notch. Super friendly and their t-shirt logo was hilarious! If my stomach was a pita...it'd be stuffed too!  I…","read more","https://www.yelp.com/biz/h-b-pita-grill-huntington-beach?hrid=h_sj_Errglsq3WD33sOY8Q"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=110&cflt=restaurants","https://s3-media3.fl.yelpcdn.com/bphoto/MoBegwqqMmDK44WiYtEt7Q/90s.jpg","SeaLegs At The Beach","https://www.yelp.com/biz/sealegs-at-the-beach-huntington-beach-3","117.","SeaLegs At The Beach - Temp. CLOSED","https://www.yelp.com/biz/sealegs-at-the-beach-huntington-beach-3","678 reviews","$$","Tapas/Small Plates, Wine Bars, Caterers","Tapas/Small Plates; Wine Bars; Caterers","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=tapasmallplates; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=wine_bars; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=catering","","17851 Pacific Coast Hwy","Huntington Beach, CA 92649","(714) 698-4188","","","https://s3-media2.fl.yelpcdn.com/photo/_EO-QprpBQ52G6a2HnEHHw/30s.jpg","Vinni H.","https://www.yelp.com/user_details?userid=TzgL2A_TYwmvuiqSobbeLg","Sea Legs is the best! Love the food! Especially the Halibut or the Filet!!! Those two are my favorites and the best in town as far as I'm concerned. The artistry of their mixologist…","read more","https://www.yelp.com/biz/sealegs-at-the-beach-huntington-beach-3?hrid=IcfxhuIeVaPfbw5e7fVJdw"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=110&cflt=restaurants","https://s3-media1.fl.yelpcdn.com/bphoto/idKt6egkdCbN2H5PqqB6dg/90s.jpg","Hashigo Sushi","https://www.yelp.com/biz/hashigo-sushi-huntington-beach","118.","Hashigo Sushi","https://www.yelp.com/biz/hashigo-sushi-huntington-beach","432 reviews","$$","Japanese, Sushi Bars","Japanese; Sushi Bars","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=japanese; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=sushi","","18685 Main St","Huntington Beach, CA 92648","(714) 848-1111","","","https://s3-media4.fl.yelpcdn.com/photo/ka6-qjFRCttvZvVBh6QrBw/30s.jpg","Mary Elaine C.","https://www.yelp.com/user_details?userid=9OM81FYiIsywfM0Ud6yqKg","This place is amazing! Shane is the bomb.I have never had a bad meal. The citrus salmon roll is probably the best roll I have ever eaten. The fish is amazingly fresh.It can get…","read more","https://www.yelp.com/biz/hashigo-sushi-huntington-beach?hrid=qabJYe7dfI6GaCYa7IhFGw"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=110&cflt=restaurants","https://s3-media3.fl.yelpcdn.com/bphoto/h0VHEF0ZxLaFMP3P9GHSDQ/90s.jpg","Bread Crumb Ohana Cafe","https://www.yelp.com/biz/bread-crumb-ohana-cafe-huntington-beach","119.","Bread Crumb Ohana Cafe","https://www.yelp.com/biz/bread-crumb-ohana-cafe-huntington-beach","834 reviews","$$","Breakfast & Brunch, Sandwiches, American (New)","Breakfast & Brunch; Sandwiches; American (New)","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=breakfast_brunch; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=sandwiches; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=newamerican","","19079 Beach Blvd","Huntington Beach, CA 92648","(714) 960-5051","","","https://s3-media2.fl.yelpcdn.com/photo/KtJnOjqyCRWq0VzTLOTZBA/30s.jpg","Ben L.","https://www.yelp.com/user_details?userid=UwnDzkmn1P4b8YjhqI7pgw","Wow, the Hawaiians sure know how to do breakfast. By saying ""do"" I mean it in a non-sexual way in case your mind was going there (which I imagine it probably…","read more","https://www.yelp.com/biz/bread-crumb-ohana-cafe-huntington-beach?hrid=oCX6U0DyD1a8GXbM1_pObg"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=110&cflt=restaurants","https://s3-media2.fl.yelpcdn.com/bphoto/DqZW28gErowIR3yiqYoKbw/90s.jpg","Egg Roll King","https://www.yelp.com/biz/egg-roll-king-huntington-beach-3","120.","Egg Roll King","https://www.yelp.com/biz/egg-roll-king-huntington-beach-3","273 reviews","$","Chinese, Seafood, Soup","Chinese; Seafood; Soup","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=chinese; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=seafood; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=soup","","10078 Adams Ave","Huntington Beach, CA 92646","(714) 378-8612","","","https://s3-media4.fl.yelpcdn.com/photo/m7Me6vipM0eMF3xtOig99A/30s.jpg","K C.","https://www.yelp.com/user_details?userid=Y3C6X-MwIoG8OBn-SrRctg","We had a great low key meal. Our food was fresh, beautiful and delicious.  My daughter loved watching the fish tank with Dory in it.   The services was excellent.   10/10 would eat…","read more","https://www.yelp.com/biz/egg-roll-king-huntington-beach-3?hrid=m4b6So3iyYwNH4if2hJooQ"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=120&cflt=restaurants","https://s3-media1.fl.yelpcdn.com/bphoto/_uf0LdWIAkjIaQNb8kpADQ/90s.jpg","Las Barcas Gourmet Mexican Food","https://www.yelp.com/biz/las-barcas-gourmet-mexican-food-huntington-beach-2","121.","Las Barcas Gourmet Mexican Food","https://www.yelp.com/biz/las-barcas-gourmet-mexican-food-huntington-beach-2","462 reviews","$","Mexican","Mexican","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=mexican","","21032 Beach Blvd","Huntington Beach, CA 92648","(714) 536-2616","","","https://s3-media4.fl.yelpcdn.com/photo/edUgGyZNvaFADEMjpxJKtA/30s.jpg","Paul M.","https://www.yelp.com/user_details?userid=ZGtZu0rBNbpAD7YVKl7jSA","Been eating at this place since I was 14 years old and it has only gotten better and better over the decades!  Great people and awesome vibe...if you ever are close to the beach and…","read more","https://www.yelp.com/biz/las-barcas-gourmet-mexican-food-huntington-beach-2?hrid=NsIv15tr_EtuqSTiEP8bcA"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=120&cflt=restaurants","https://s3-media1.fl.yelpcdn.com/bphoto/lSlF8G8RkAfEjB6sIxZbpQ/90s.jpg","Mitasie 3","https://www.yelp.com/biz/mitasie-3-huntington-beach-2","122.","Mitasie 3","https://www.yelp.com/biz/mitasie-3-huntington-beach-2","645 reviews","$","Vietnamese, Vegetarian, Chinese","Vietnamese; Vegetarian; Chinese","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=vietnamese; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=vegetarian; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=chinese","","7636 Edinger Ave","Huntington Beach, CA 92647","(714) 847-5262","","","https://s3-media2.fl.yelpcdn.com/photo/HPYJeWwJ0A_KYkXGTdG0qA/30s.jpg","Lisa L.","https://www.yelp.com/user_details?userid=t2GKkQhl2b-vChRK3DXd8Q","Identity crisis? Decor was interesting. I felt like I walked into a time machine. Going back to December 25th and Feb 14th. Nice wreath and ornaments hanging on the door. The reds,…","read more","https://www.yelp.com/biz/mitasie-3-huntington-beach-2?hrid=ypA3gEieQROwh8ZUjQQ-jA"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=120&cflt=restaurants","https://s3-media1.fl.yelpcdn.com/bphoto/xM_TWb6uPl1PNs6l3SsaOw/90s.jpg","TK Burgers","https://www.yelp.com/biz/tk-burgers-huntington-beach","123.","TK Burgers","https://www.yelp.com/biz/tk-burgers-huntington-beach","331 reviews","$","Burgers","Burgers","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=burgers","","110 Pacific Coast Hwy","Huntington Beach, CA 92648","(714) 960-3238","","","https://s3-media2.fl.yelpcdn.com/photo/6aO-xG94t4-fp0CgPrpQCQ/30s.jpg","Sarah L.","https://www.yelp.com/user_details?userid=ldZNTSlq85UGg4n11mfDiA","They have the best fries I've had in a long time! The cut is not too skinny and not to thick but just right! Extra crispy and seasoned!  Their burgers are fresh and delicious.…","read more","https://www.yelp.com/biz/tk-burgers-huntington-beach?hrid=VbTd9WmEluUMeF0LOf7sZg"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=120&cflt=restaurants","https://s3-media2.fl.yelpcdn.com/bphoto/a2Nw_NT1r38To7yZGtAcsg/90s.jpg","Euro Caffe","https://www.yelp.com/biz/euro-caffe-huntington-beach","124.","Euro Caffe","https://www.yelp.com/biz/euro-caffe-huntington-beach","96 reviews","$$","Coffee & Tea, Breakfast & Brunch, Creperies","Coffee & Tea; Breakfast & Brunch; Creperies","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=coffee; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=breakfast_brunch; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=creperies","","7631 Edinger Ave","Huntington Beach, CA 92647","(714) 372-7777","","","","","","","",""
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=120&cflt=restaurants","https://s3-media4.fl.yelpcdn.com/bphoto/IAazmcyLmckCTQpFdPW8hA/90s.jpg","Mangia-Mangia","https://www.yelp.com/biz/mangia-mangia-huntington-beach","125.","Mangia-Mangia","https://www.yelp.com/biz/mangia-mangia-huntington-beach","505 reviews","$$","Italian","Italian","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=italian","","16079 Goldenwest St","Huntington Beach, CA 92647","(714) 841-8887","","","https://s3-media3.fl.yelpcdn.com/photo/2BebmEBjHPVpXzb87CUwBA/30s.jpg","Scott N.","https://www.yelp.com/user_details?userid=-WPkZq-BWhQCLMNBOPcnGA","I have been coming to this place for 8 months now!  Idk how I forgot to leave a review for this great place. I believe this is the closest place to home made Italian food. And I have…","read more","https://www.yelp.com/biz/mangia-mangia-huntington-beach?hrid=mp1rZLxgrn3c2sFNQrDsjg"
