"url","Analyticsimg","Analyticsimg_alt","Analyticsimg_link","Indexedbiz","Biznameclick","Biznameclick_link","Reviewcount","Business","Categorylisttext","Categorylistlink","Categorylistlink_link","Secondary","Phonenumber","Photoboximg","Photoboximg_alt","Photoboximg_link","Snippet","Readmore","Readmore_link"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=100","https://s3-media1.fl.yelpcdn.com/bphoto/sJ5P8CfZKUs1W9xG9UJ_zg/90s.jpg","Dada Shabu Shabu Buffet","https://www.yelp.com/biz/dada-shabu-shabu-buffet-irvine-2","103.","Dada Shabu Shabu Buffet","https://www.yelp.com/biz/dada-shabu-shabu-buffet-irvine-2","434 reviews","$$","Korean, Buffets, Hot Pot","Korean; Buffets; Hot Pot","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=korean; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=buffets; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=hotpot","4960 Irvine Blvd
Irvine, CA 92620","(714) 544-9300","https://s3-media1.fl.yelpcdn.com/photo/1mZncduUbadnJZwVqxMe1A/30s.jpg","Mina K.","https://www.yelp.com/user_details?userid=cff0cU7TniLvipWsYZt8fA","Hands down the best buffet that I've ever been to in California.  This is a classic Korean AYCE place with call buttons, centered around hotpot. My parents were dying to take me here…","read more","https://www.yelp.com/biz/dada-shabu-shabu-buffet-irvine-2?hrid=LycRUovX-QJyt4i6Z5-F2A"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=100","https://s3-media1.fl.yelpcdn.com/bphoto/UsdePXH2qAaa9Zje14mSEA/90s.jpg","Bacchus Bar & Bistro","https://www.yelp.com/biz/bacchus-bar-and-bistro-irvine","104.","Bacchus Bar & Bistro","https://www.yelp.com/biz/bacchus-bar-and-bistro-irvine","244 reviews","$$","Wine Bars, Tapas/Small Plates, Beer Bar","Wine Bars; Tapas/Small Plates; Beer Bar","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=wine_bars; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=tapasmallplates; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=beerbar","6735 Quail Hill Pkwy
Irvine, CA 92603","(949) 502-4600","https://s3-media2.fl.yelpcdn.com/photo/_z0gaQFIwu56ZMxQrHo5Vw/30s.jpg","Laila M.","https://www.yelp.com/user_details?userid=dfYl31Jw7BbbgaF8NpuKMw","Went here to kill some time before the restaurant thy we wanted to open and gotta say they have some good beers !  The bar is such a chill place and pretty big :)  Good place to hang…","read more","https://www.yelp.com/biz/bacchus-bar-and-bistro-irvine?hrid=g7lh8cb1kLB0NiGnGUtV6g"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=100","https://s3-media2.fl.yelpcdn.com/bphoto/gdgbtV0Q37LjPBFpp9cgHg/90s.jpg","Quickly","https://www.yelp.com/biz/quickly-irvine-2","105.","Quickly","https://www.yelp.com/biz/quickly-irvine-2","218 reviews","$","Coffee & Tea, Juice Bars & Smoothies, Burgers","Coffee & Tea; Juice Bars & Smoothies; Burgers","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=coffee; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=juicebars; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=burgers","16277 Laguna Canyon Rd
Irvine, CA 92618","(949) 398-8319","https://s3-media3.fl.yelpcdn.com/photo/ZSyZvujxKxK9ouPlKMHxcQ/30s.jpg","Michael B.","https://www.yelp.com/user_details?userid=uQkms8CfsL3zxUMHz1DZIQ","Quickly is a great spot if you want a quick delicious drink, as long as you aren't going during lunchtime. Given their location and proximity to a pretty massive business next door,…","read more","https://www.yelp.com/biz/quickly-irvine-2?hrid=u7Jx3BvAK5t2pWQD6oU10g"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=100","https://s3-media4.fl.yelpcdn.com/bphoto/gJTwSsb0xdH8famWE1NM2A/90s.jpg","Sootha Coffee","https://www.yelp.com/biz/sootha-coffee-irvine","106.","Sootha Coffee","https://www.yelp.com/biz/sootha-coffee-irvine","188 reviews","$","Cafes, Coffee & Tea","Cafes; Coffee & Tea","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=cafes; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=coffee","4840 Irvine Blvd
Irvine, CA 92620","(714) 665-9900","https://s3-media3.fl.yelpcdn.com/photo/s2gBq6n04Qma6DGpmzWJDA/30s.jpg","Marco E.","https://www.yelp.com/user_details?userid=jTfXpJyFQVsHzQF2OnvVbQ","Sootha Cafe has to be one of the best places to get coffee. It has a great sit down area inside and outside. The inside decor and overall design of the cafe is very nice. The…","read more","https://www.yelp.com/biz/sootha-coffee-irvine?hrid=Cc66T6cOg58MSRGgBbknSg"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=100","https://s3-media4.fl.yelpcdn.com/bphoto/gA48DTiKt8W-qDy-3ydcbg/90s.jpg","DelSushi","https://www.yelp.com/biz/delsushi-irvine","107.","DelSushi","https://www.yelp.com/biz/delsushi-irvine","265 reviews","$$","Japanese, Sushi Bars","Japanese; Sushi Bars","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=japanese; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=sushi","4249 Campus Dr
Irvine, CA 92612","(949) 324-7171","https://s3-media2.fl.yelpcdn.com/photo/Z0dJBPYl4F9fXoKEwDfG-g/30s.jpg","Dixie L.","https://www.yelp.com/user_details?userid=Bcc10EPDOAfUZw2Ly0U50g","It feels like a mom and pop kind of restaurant. The cashier is impeccably nice and she truly treats customers like they are all her children    Their sushi is amazing at an…","read more","https://www.yelp.com/biz/delsushi-irvine?hrid=gW0DTGOngHsPFrEymt348A"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=100","https://s3-media2.fl.yelpcdn.com/bphoto/vVZ6XPWdvkMctp-1Mi0EQw/90s.jpg","House of Kabob","https://www.yelp.com/biz/house-of-kabob-irvine","108.","House of Kabob","https://www.yelp.com/biz/house-of-kabob-irvine","309 reviews","$$","Persian/Iranian, Middle Eastern, Mediterranean","Persian/Iranian; Middle Eastern; Mediterranean","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=persian; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=mideastern; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=mediterranean","92 Corporate Park
Irvine, CA 92606","(949) 261-8005","https://s3-media3.fl.yelpcdn.com/photo/SjIYKsgn0YuGZzV8TLRoyA/30s.jpg","Josh M.","https://www.yelp.com/user_details?userid=u153qyPV9NQfSAdsauzBFw","This place is tucked in an easy to miss shopping center but the parking was super easy. I came here with friends last minute and was surprised by the quality of the food. They…","read more","https://www.yelp.com/biz/house-of-kabob-irvine?hrid=ZLBp7z6XrTGpLbkRY-gp3Q"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=100","https://s3-media3.fl.yelpcdn.com/bphoto/UZFSCBSe4DhTYb3BDRbYQw/90s.jpg","Pho Tasia","https://www.yelp.com/biz/pho-tasia-irvine-2","109.","Pho Tasia","https://www.yelp.com/biz/pho-tasia-irvine-2","473 reviews","$","Vietnamese, Noodles","Vietnamese; Noodles","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=vietnamese; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=noodles","5329 University Dr
Irvine, CA 92612","(949) 857-0856","https://s3-media2.fl.yelpcdn.com/photo/0rr29DCKcShgeRuq2idUWQ/30s.jpg","Serg I.","https://www.yelp.com/user_details?userid=rjn_xzSOioAqGwdIuBYT1A","So this isn't the best little Vietnamese spot in OC but it's the best in Irvine. You're probably saying to your self ""but it's Irvine."" As much gentrification that has immersed this…","read more","https://www.yelp.com/biz/pho-tasia-irvine-2?hrid=NcPXr6tqcG8fd6O_v-8iIw"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=100","https://s3-media1.fl.yelpcdn.com/bphoto/-7H4RYngqdOnhi6MO8GKdA/90s.jpg","Pho So 1","https://www.yelp.com/biz/pho-so-1-irvine","110.","Pho So 1","https://www.yelp.com/biz/pho-so-1-irvine","310 reviews","$","Vietnamese, Noodles","Vietnamese; Noodles","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=vietnamese; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=noodles","3831 Alton Pkwy
Irvine, CA 92606","(949) 251-8829","https://s3-media3.fl.yelpcdn.com/photo/DJlEPlrht9w-pYwRTGbxvA/30s.jpg","Hath M.","https://www.yelp.com/user_details?userid=YRzekR3EiQL7U8pZHlpSyw","Best place to eat pho in Irvine. This place is my go-to whenever I'm craving pho.   Service isn't that great. If you need something after you get your food, you have to ask. No one…","read more","https://www.yelp.com/biz/pho-so-1-irvine?hrid=AxajfjGlnji4accMO9DdUQ"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=110","https://s3-media3.fl.yelpcdn.com/bphoto/iIJoBnieZLH67OjYia1-ew/90s.jpg","Anthill Pub & Grille","https://www.yelp.com/biz/anthill-pub-and-grille-irvine","111.","Anthill Pub & Grille","https://www.yelp.com/biz/anthill-pub-and-grille-irvine","346 reviews","$","Bars, American (Traditional)","Bars; American (Traditional)","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=bars; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=tradamerican","4200 Campus Dr
Irvine, CA 92697","(949) 824-3050","https://s3-media1.fl.yelpcdn.com/photo/nq03A5XjztrG1qVBku0Smg/30s.jpg","Amanpreet S.","https://www.yelp.com/user_details?userid=3HbIUP3C92hm9DmZB_L5cA","Great spot on campus to grab a drink. They are open late and have an awesome happy hour from 4-7. My favorite is the snakebite drink which is a mix of beer and cider. Great for those…","read more","https://www.yelp.com/biz/anthill-pub-and-grille-irvine?hrid=zrzpfIdwKv7zLWVyIbAiEg"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=110","https://s3-media4.fl.yelpcdn.com/bphoto/5pZCX0xzd5mbcuYI7Hk2vg/90s.jpg","Garbanzo Mediterranean Grill","https://www.yelp.com/biz/garbanzo-mediterranean-grill-irvine-2","112.","Garbanzo Mediterranean Grill","https://www.yelp.com/biz/garbanzo-mediterranean-grill-irvine-2","213 reviews","$","Mediterranean","Mediterranean","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=mediterranean","16569 Von Karman Ave
Irvine, CA 92606","(949) 660-1712","https://s3-media4.fl.yelpcdn.com/photo/RGYJFrWzFDzLDUx_dAqJUg/30s.jpg","Jonathan T.","https://www.yelp.com/user_details?userid=u00a1gkEo4G_w7PO3i3dnQ","I'M IN LOVE WITH THIS PLACE! It's basically Chipotle-styled Mediterranean food and it is oh so good. If you're looking for a fast casual healthy meal, then this is it. Located in the…","read more","https://www.yelp.com/biz/garbanzo-mediterranean-grill-irvine-2?hrid=f6LRtAIPVhYnaC2cNjo90w"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=110","https://s3-media4.fl.yelpcdn.com/bphoto/QfyA60gsb1_DVWk98LCPAw/90s.jpg","Kaju Soft Tofu","https://www.yelp.com/biz/kaju-soft-tofu-irvine","113.","Kaju Soft Tofu","https://www.yelp.com/biz/kaju-soft-tofu-irvine","356 reviews","$$","Korean","Korean","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=korean","5408 Walnut Ave
Irvine, CA 92604","(949) 653-2849","https://s3-media2.fl.yelpcdn.com/photo/J6d2D2MJmRPWlmITCHNeKw/30s.jpg","Sammi L.","https://www.yelp.com/user_details?userid=kFtsYOf_EeBUJ9al435GJA","What a hidden gem!!!   This Korean restaurant is located right next to Tap ex. I was going here to buy a boba but found myself starving just a little so I went inside here to give it…","read more","https://www.yelp.com/biz/kaju-soft-tofu-irvine?hrid=w7ZfeF-sbP3SqaiOrg7HQg"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=110","https://s3-media4.fl.yelpcdn.com/bphoto/EGiIZkEvEoBVP5EWoBK_nw/90s.jpg","Popcorn Chicken","https://www.yelp.com/biz/popcorn-chicken-irvine","114.","Popcorn Chicken","https://www.yelp.com/biz/popcorn-chicken-irvine","307 reviews","$","Taiwanese","Taiwanese","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=taiwanese","15333 Culver Dr
Irvine, CA 92604","(949) 733-9999","https://s3-media3.fl.yelpcdn.com/photo/EwzvdYflXN4-uyM3QuiFtw/30s.jpg","Edbert N.","https://www.yelp.com/user_details?userid=br2jomOAk2DQP0HyFrrr0Q","If you love fried food, this is definitely the place to go to. Came here on a Friday night, and it wasn't too packed. Place is located in a large plaza so there is plenty of parking.…","read more","https://www.yelp.com/biz/popcorn-chicken-irvine?hrid=HAfYviLjcPbgodNjcpG5wQ"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=110","https://s3-media2.fl.yelpcdn.com/bphoto/W6H4dRVThh7WlgoXzDzf9Q/90s.jpg","Vishnu","https://www.yelp.com/biz/vishnu-irvine","115.","Vishnu","https://www.yelp.com/biz/vishnu-irvine","245 reviews","$","Indian","Indian","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=indpak","17945 Sky Park Cir
Irvine, CA 92614","(949) 752-0358","https://s3-media3.fl.yelpcdn.com/photo/04SKNoi4reWrsv2qBAq9RA/30s.jpg","Knittin' F.","https://www.yelp.com/user_details?userid=SaAAPnVdxldtgDQXl_vfKw","Oh my gosh I ate too much!!   But they had my favorites: Chicken Tikki Masala and the creamed spinach!!  Most of the dishes, I haven't a clue.... Mango something? Sure, why not?…","read more","https://www.yelp.com/biz/vishnu-irvine?hrid=qB2NtLFThw_8xcMVBmYBvw"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=110","https://s3-media1.fl.yelpcdn.com/bphoto/0L_0Kir7RnvPoHIpHl0lOw/90s.jpg","Curry House CoCo Ichibanya","https://www.yelp.com/biz/curry-house-coco-ichibanya-irvine","116.","Curry House CoCo Ichibanya","https://www.yelp.com/biz/curry-house-coco-ichibanya-irvine","960 reviews","$$","Japanese Curry","Japanese Curry","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=japacurry","2710 Alton Pkwy
Irvine, CA 92606","(949) 553-1082","https://s3-media3.fl.yelpcdn.com/photo/2tHweolD9aPfxnan2zhJ3Q/30s.jpg","Robert B.","https://www.yelp.com/user_details?userid=r5aSkafqboBd4L6v8_1Pow","My coworker took me here yesterday and it was a great change from some of my routine lunch spots. I probably would not have ever found this spot with out him, the center has many…","read more","https://www.yelp.com/biz/curry-house-coco-ichibanya-irvine?hrid=s5l4dG9iElntnW7DYhtY3w"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=110","https://s3-media4.fl.yelpcdn.com/bphoto/d88yqojEvX_QX9h5rKAdbw/90s.jpg","H2O Poke & Grill","https://www.yelp.com/biz/h2o-poke-and-grill-irvine","117.","H2O Poke & Grill","https://www.yelp.com/biz/h2o-poke-and-grill-irvine","509 reviews","$","Hawaiian, Japanese, Poke","Hawaiian; Japanese; Poke","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=hawaiian; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=japanese; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=poke","13262 Jamboree Rd
Irvine, CA 92602","(714) 544-0066","https://s3-media1.fl.yelpcdn.com/photo/nBM9q2axX6mj3xpkJD1LGw/30s.jpg","Kenny N.","https://www.yelp.com/user_details?userid=UT1VFwZfc2z1og58r0cKMQ","Really good meal with amazing staff. Prices are fairly cheap.   I would totally come back again to eat around the plaza. This place handled it well with each customer. Stop by if you…","read more","https://www.yelp.com/biz/h2o-poke-and-grill-irvine?hrid=Yip5_qLW_TM6spFr1v40vw"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=110","https://s3-media2.fl.yelpcdn.com/bphoto/sqQ4iB1uhHRC04zjDbPMrA/90s.jpg","Krave Asian Fusion Restaurant","https://www.yelp.com/biz/krave-asian-fusion-restaurant-irvine","118.","Krave Asian Fusion Restaurant","https://www.yelp.com/biz/krave-asian-fusion-restaurant-irvine","263 reviews","$$","Korean, Asian Fusion, Chicken Wings","Korean; Asian Fusion; Chicken Wings","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=korean; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=asianfusion; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=chicken_wings","2819 Main St
Irvine, CA 92612","(949) 379-6075","https://s3-media1.fl.yelpcdn.com/photo/WP3Anw9s6ZN1ydxWb2yFUg/30s.jpg","Alex M.","https://www.yelp.com/user_details?userid=QpNCaoAucut_EM_xO8ze0g","Review on chicken-- Have eaten the chicken here twice now and I'm a fan. Tastes very similar to Kyochon red series from Korea. Although it is a little pricey, I think it's worth it…","read more","https://www.yelp.com/biz/krave-asian-fusion-restaurant-irvine?hrid=ekYX4-fl632p3lRXiv3LKA"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=110","https://s3-media4.fl.yelpcdn.com/bphoto/tJcFWPVdmtMm2oeK2AoWiQ/90s.jpg","Mitsuwa Marketplace","https://www.yelp.com/biz/mitsuwa-marketplace-irvine","119.","Mitsuwa Marketplace","https://www.yelp.com/biz/mitsuwa-marketplace-irvine","264 reviews","$$","Grocery, Japanese, Breakfast & Brunch","Grocery; Japanese; Breakfast & Brunch","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=grocery; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=japanese; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=breakfast_brunch","14230 Culver Dr
Irvine, CA 92604","(949) 559-6633","https://s3-media3.fl.yelpcdn.com/photo/ZVeEVTnMbMdJUsJAZ9lCHg/30s.jpg","Dorothy P.","https://www.yelp.com/user_details?userid=QPtleUDDEl1VvmGbfZVlIw","Very interesting Japanese snacks. I love trying snacks of other cultures, especially if I have no idea what I'm getting. It's like playing Russian roulette with your taste buds minus…","read more","https://www.yelp.com/biz/mitsuwa-marketplace-irvine?hrid=fXGzfXJhZZRbkDtczLe--A"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=110","https://s3-media2.fl.yelpcdn.com/bphoto/eBV0xrRkaXkkljPjGbHNdw/90s.jpg","Chan Chan Food House","https://www.yelp.com/biz/chan-chan-food-house-irvine-2","120.","Chan Chan Food House","https://www.yelp.com/biz/chan-chan-food-house-irvine-2","138 reviews","$$","Korean","Korean","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=korean","14250 Culver Dr
Irvine, CA 92604","(949) 552-0118","https://s3-media2.fl.yelpcdn.com/photo/7EWQltmLG573A8A7_h2WfA/30s.jpg","Julie V.","https://www.yelp.com/user_details?userid=ST_fMmqzp4LIPnHIvwArWQ","One of my favorite Korean food places in Irvine!   I came here countless of times and it never disappoints me. I always get the Chan Chan wings, Chan Chan kim bap, and their seafood…","read more","https://www.yelp.com/biz/chan-chan-food-house-irvine-2?hrid=FgAJ34ipAT2bbqSOPdfw0Q"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=120","https://s3-media1.fl.yelpcdn.com/bphoto/jEcV7VhuW_Welqlggv-dow/90s.jpg","Yu's Garden","https://www.yelp.com/biz/yus-garden-irvine","121.","Yu’s Garden","https://www.yelp.com/biz/yus-garden-irvine","483 reviews","$","Taiwanese, Chinese","Taiwanese; Chinese","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=taiwanese; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=chinese","5408 Walnut Ave
Irvine, CA 92604","(949) 654-2366","https://s3-media2.fl.yelpcdn.com/photo/-E93D29mVRNg1YurF3YawQ/30s.jpg","Marcus D.","https://www.yelp.com/user_details?userid=nu18BDW8sOnUcVIpCS9Ylw","1. Good lunch spot. They have a great lunch special where you can select three dishes. It comes with rice or rice porridge.  2. Good variety. 3. Good value and enjoyed the flavors.","read more","https://www.yelp.com/biz/yus-garden-irvine?hrid=RCrkrGp5roYGsU89G4J-yQ"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=120","https://s3-media1.fl.yelpcdn.com/bphoto/CkFp5_PC6t05oEcqtkEJ1g/90s.jpg","NY's Upper Crust Pizza","https://www.yelp.com/biz/nys-upper-crust-pizza-irvine","122.","NY’s Upper Crust Pizza","https://www.yelp.com/biz/nys-upper-crust-pizza-irvine","207 reviews","$","Pizza, Italian","Pizza; Italian","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=pizza; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=italian","","(949) 653-1033","https://s3-media4.fl.yelpcdn.com/photo/PLk8Jeld6evNmVZtt4rPlQ/30s.jpg","Star A.","https://www.yelp.com/user_details?userid=MnzKqQxz19fnTFv6iWY8eg","LOVE this place! My friend introduced me to it about 2 years ago and I have been in love! I always get the White Pizza, and their garlic knots are amazing!!! Would definitely…","read more","https://www.yelp.com/biz/nys-upper-crust-pizza-irvine?hrid=fccR6TdmFJueRBb_U-uUBA"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=120","https://s3-media1.fl.yelpcdn.com/bphoto/Bgh_u2SiPAg5zojYNg8t0g/90s.jpg","Boiling Point","https://www.yelp.com/biz/boiling-point-irvine","123.","Boiling Point","https://www.yelp.com/biz/boiling-point-irvine","1462 reviews","$$","Taiwanese, Hot Pot","Taiwanese; Hot Pot","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=taiwanese; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=hotpot","14140 Culver Dr
Irvine, CA 92604","(949) 733-2211","https://s3-media4.fl.yelpcdn.com/photo/Qal4KLfRmLxxNMSc7_PSlA/30s.jpg","Daren L.","https://www.yelp.com/user_details?userid=WQ_Kss4etgys-FwD7N_uow","I would have to say this is probably my favorite hot pot place! I've been to this exact location 4 times because the price for the quality you get is something you can't really beat.…","read more","https://www.yelp.com/biz/boiling-point-irvine?hrid=t6JmkpRTI65YMT5vFX-WOw"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=120","https://s3-media2.fl.yelpcdn.com/bphoto/ykLGWtPFFk5PdI_nFcfFOQ/90s.jpg","The Kickin' Crab","https://www.yelp.com/biz/the-kickin-crab-irvine-2","124.","The Kickin’ Crab","https://www.yelp.com/biz/the-kickin-crab-irvine-2","685 reviews","$$","Cajun/Creole, Seafood","Cajun/Creole; Seafood","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=cajun; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=seafood","2740 Alton Pkwy
Irvine, CA 92606","(949) 851-8889","https://s3-media2.fl.yelpcdn.com/photo/lFZ8_0ut4iHrpweBNTvBSA/30s.jpg","Jeff L.","https://www.yelp.com/user_details?userid=Z9rSlTj3pJr2eI7eqWIlZQ","This place serves seafood. A sign at the reception area stated that incomplete parties wouldn't be seated.  Prior to eating at this place, one should wash their hands since one has…","read more","https://www.yelp.com/biz/the-kickin-crab-irvine-2?hrid=ukSPQVGlhQb3oPxCVgAXLA"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=120","https://s3-media2.fl.yelpcdn.com/bphoto/T582Je04QXKqd_A2eBTmQg/90s.jpg","Da Luau Hawaiian Grill","https://www.yelp.com/biz/da-luau-hawaiian-grill-irvine","125.","Da Luau Hawaiian Grill","https://www.yelp.com/biz/da-luau-hawaiian-grill-irvine","388 reviews","$","Hawaiian","Hawaiian","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=hawaiian","14151 Jeffrey Rd
Irvine, CA 92620","(949) 748-8855","https://s3-media3.fl.yelpcdn.com/photo/2p0vtuJuwVobnAfe5k7TPA/30s.jpg","Mongo L.","https://www.yelp.com/user_details?userid=m2EQwsPOt_WfFp2oSoIL7g","First time here, asked the guy behind the cash register what he recommended and he instantly gave me suggestions. He was super helpful and i ended up getting grilled chicken with…","read more","https://www.yelp.com/biz/da-luau-hawaiian-grill-irvine?hrid=fOxHJl4_ZWlLfpU_wzXOBQ"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=120","https://s3-media3.fl.yelpcdn.com/bphoto/g5KguzinuJYBHVAL1HM_Ag/90s.jpg","G Burger - Irvine","https://www.yelp.com/biz/g-burger-irvine-irvine-2","126.","G Burger - Irvine","https://www.yelp.com/biz/g-burger-irvine-irvine-2","510 reviews","$$","Burgers","Burgers","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=burgers","13256 Jamboree Rd
Irvine, CA 92602","(714) 731-7758","https://s3-media2.fl.yelpcdn.com/photo/M3umyiXFetDQu3rn7zJSFg/30s.jpg","Danielle H.","https://www.yelp.com/user_details?userid=ujC1NkkXZzyBLPXVPdFyhQ","Randomly went here on a Tuesday night with my boyfriend and we definitely left impressed!  The burger is really fresh. My boyfriend ordered the G fire burger and I got a regular…","read more","https://www.yelp.com/biz/g-burger-irvine-irvine-2?hrid=HkHn3RrEH8cNHjY2JaN4nA"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=120","https://s3-media1.fl.yelpcdn.com/bphoto/JkY220QEyayuRuypUWDkrw/90s.jpg","Sagami","https://www.yelp.com/biz/sagami-irvine","127.","Sagami","https://www.yelp.com/biz/sagami-irvine","355 reviews","$$","Sushi Bars, Japanese","Sushi Bars; Japanese","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=sushi; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=japanese","3850 Barranca Pkwy
Irvine, CA 92606","(949) 857-8030","https://s3-media1.fl.yelpcdn.com/photo/21ONcCbzlnYQ90pVx79v0w/30s.jpg","Marika D.","https://www.yelp.com/user_details?userid=nQISFpDan6XZ-TWJ-F5UhQ","Enter a tiny little restaurant hidden in an Irvine strip mall and find some real good Japanese food. Sagami is one of my favorite sushi places in OC. Not sure why the average is so…","read more","https://www.yelp.com/biz/sagami-irvine?hrid=vJZ20-iIneDdgEbLTmSY_g"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=120","https://s3-media1.fl.yelpcdn.com/bphoto/ZML8V7KOO_CoT_vv9gIFkA/90s.jpg","Andrei's Conscious Cuisine & Cocktails","https://www.yelp.com/biz/andreis-conscious-cuisine-and-cocktails-irvine","128.","Andrei’s Conscious Cuisine & Cocktails","https://www.yelp.com/biz/andreis-conscious-cuisine-and-cocktails-irvine","529 reviews","$$","American (New), Cocktail Bars","American (New); Cocktail Bars","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=newamerican; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=cocktailbars","2607 Main St
Irvine, CA 92614","(949) 387-8887","https://s3-media4.fl.yelpcdn.com/photo/4aXuzXWO2G6TnNKkJb1nFQ/30s.jpg","Bells W.","https://www.yelp.com/user_details?userid=jckP4KS3DFeOnsFx8PF5yg","Came here for my company's HH today and everyone had a great time! Andrei's prides itself on using fresh, seasonal ingredients in its dishes. We sat on the outside patio area which…","read more","https://www.yelp.com/biz/andreis-conscious-cuisine-and-cocktails-irvine?hrid=GkfeYqa-0IJY5wIpFcFIrg"
